"legis.annee","groupe.pol","cabcollab","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2024,"RPR/UMP/LR","Ancien collaborateur",20,10.4166666666667,30,0,48.75,52,85.1484131229718,91.4285714285714,100,100,35,0,0,0,90,100,63.400905225169,64.4144144144145,15,0,19.85,19
2024,"RPR/UMP/LR","Jamais collaborateur",28,7.27272727272727,28.5714285714286,0,55.3571428571429,55.5,74.3569379863756,73.9007092198582,0,0,82.1428571428571,100,14.2857142857143,0,100,100,74.3569379863756,73.9007092198582,10.7142857142857,0,22.25,22.5
2024,"Socialiste","Ancien collaborateur",29,15.1041666666667,27.5862068965517,0,51.4137931034483,53,63.7012069010909,68.1818181818182,100,100,58.6206896551724,100,3.44827586206897,0,79.3103448275862,100,44.618060037979,47.0588235294118,51.7241379310345,100,16.9655172413793,16
2024,"Socialiste","Jamais collaborateur",36,9.35064935064935,47.2222222222222,0,55.6666666666667,58.5,52.5926210743296,53.4108527131783,0,0,75,100,22.2222222222222,0,94.4444444444444,100,52.5926210743296,53.4108527131783,47.2222222222222,0,16.4722222222222,16
2024,"Total","Ancien collaborateur",192,100,30.2083333333333,0,44.9947916666667,44,71.0824964654914,77.7777777777778,100,100,37.5,0,4.16666666666667,0,66.6666666666667,100,48.2079843244502,50,27.0833333333333,0,13.8697916666667,11
2024,"Total","Jamais collaborateur",385,100,38.1818181818182,0,51.9454545454545,53,40.3388231237444,38.6752136752137,0,0,70.6493506493507,100,24.9350649350649,0,71.4285714285714,100,40.3388231237444,38.6752136752137,22.8571428571429,0,10.9454545454545,9
2024,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",6,3.125,50,50,50.3333333333333,52.5,62.2465497465497,59.5571095571095,100,100,66.6666666666667,100,0,0,83.3333333333333,100,55.2749900789116,56.5268065268065,0,0,16.6666666666667,17.5
2024,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",30,7.79220779220779,30,0,56.7,56,47.0688422479733,47.5801382778127,0,0,80,100,16.6666666666667,0,90,100,47.0688422479733,47.5801382778127,0,0,14.9666666666667,10
2024,"UDR","Ancien collaborateur",5,2.60416666666667,20,0,42,40,39.5698924731183,29.1397849462366,100,100,40,0,0,0,40,0,20.1375711574953,6.4516129032258,80,100,10.2,1
2024,"UDR","Jamais collaborateur",12,3.11688311688312,33.3333333333333,0,49.25,48,20.0514599779306,10.427807486631,0,0,75,100,25,0,58.3333333333333,100,20.0514599779306,10.427807486631,83.3333333333333,100,5.91666666666667,4
