"legis.annee","tendance.pol","ProfSigni","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2007,"Total","ouvrier",5,100,0,0,61.4,61,75.2073732718894,85.7142857142857,0,0,0,0,100,100,100,100,75.2073732718894,85.7142857142857,40,0,28.4,36
2007,"Total","profinter",80,100,33.75,0,55.1875,57,66.099199805269,72.10433244916,10,0,0,0,100,100,97.5,100,64.8260979071671,71.1915535444948,38.75,0,20.325,21.5
2007,"Total","proflib",94,100,17.0212765957447,0,57.1382978723404,57,62.6301647203546,66.6666666666667,9.57446808510638,0,100,100,0,0,96.8085106382979,100,61.3342204492461,64.8529411764706,24.468085106383,0,20.1063829787234,21
2012,"Centre","artisancommercantpdg",1,4.34782608695652,0,0,50,50,16,16,0,0,100,100,0,0,100,100,16,16,100,100,4,4
2012,"Centre","cadsupprive",9,8.33333333333333,11.1111111111111,0,52.4444444444444,51,56.8596366684231,69.047619047619,0,0,100,100,0,0,77.7777777777778,100,56.8596366684231,69.047619047619,33.3333333333333,0,17.1111111111111,23
2012,"Centre","cadsuppub",5,2.9585798816568,0,0,58.8,60,83.4964166268514,88.4615384615385,60,100,100,100,0,0,100,100,83.4964166268514,88.4615384615385,0,0,28,26
2012,"Centre","collab",9,8.82352941176471,0,0,50.4444444444444,52,94.5672660981337,100,88.8888888888889,100,0,0,0,0,100,100,77.7861595768838,82.7586206896552,11.1111111111111,0,25,27
2012,"Centre","employe",1,16.6666666666667,100,100,64,64,43.5897435897436,43.5897435897436,0,0,0,0,100,100,100,100,43.5897435897436,43.5897435897436,100,100,17,17
2012,"Centre","profinter",4,3.80952380952381,0,0,52,47,63.6363636363637,77.2727272727273,0,0,0,0,100,100,75,100,63.6363636363637,77.2727272727273,50,50,13.75,17
2012,"Centre","proflib",3,3.84615384615385,0,0,59,61,73.2939836388112,66.6666666666667,33.3333333333333,0,100,100,0,0,100,100,72.3680577128853,63.8888888888889,0,0,25.3333333333333,24
2012,"COM/LFI","artisancommercantpdg",1,4.34782608695652,0,0,51,51,30.7692307692308,30.7692307692308,0,0,100,100,0,0,100,100,30.7692307692308,30.7692307692308,100,100,8,8
2012,"COM/LFI","cadsuppub",5,2.9585798816568,0,0,63.6,62,72.8402439706788,83.3333333333333,0,0,100,100,0,0,100,100,72.8402439706788,83.3333333333333,20,0,28.8,35
