"legis.annee","tendance.pol","cabcollab","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2024,"COM/LFI","Ancien collaborateur",24,12.5,33.3333333333333,0,39.9583333333333,37.5,62.1205011786318,67.5324675324675,100,100,25,0,12.5,0,41.6666666666667,0,33.0720251927058,25,25,0,9.83333333333333,7
2024,"COM/LFI","Jamais collaborateur",66,17.1428571428571,37.8787878787879,0,45.5454545454545,44.5,31.0507872154145,22.2222222222222,0,0,48.4848484848485,0,43.9393939393939,0,45.4545454545455,0,31.0507872154145,22.2222222222222,15.1515151515152,0,6.48484848484848,3
2024,"Droite","Ancien collaborateur",27,14.0625,29.6296296296296,0,49.4074074074074,53,83.4849465611887,92.8571428571429,100,100,37.037037037037,0,0,0,85.1851851851852,100,63.1243444615134,66.6666666666667,11.1111111111111,0,20.3703703703704,20
2024,"Droite","Jamais collaborateur",51,13.2467532467532,33.3333333333333,0,53.3137254901961,55,64.6344767682349,60.5263157894737,0,0,86.2745098039216,100,11.7647058823529,0,90.1960784313726,100,64.6344767682349,60.5263157894737,9.80392156862745,0,18.0588235294118,16
2024,"ECO/SOC/RAD","Ancien collaborateur",45,23.4375,40,0,48.4888888888889,50,67.3156894803274,68.75,100,100,51.1111111111111,100,2.22222222222222,0,68.8888888888889,100,43.330990746861,47.0588235294118,40,0,15.5777777777778,15
2024,"ECO/SOC/RAD","Jamais collaborateur",58,15.0649350649351,43.1034482758621,0,54,53.5,46.6707251594837,47.0588235294118,0,0,79.3103448275862,100,18.9655172413793,0,87.9310344827586,100,46.6707251594837,47.0588235294118,44.8275862068966,0,14.1379310344828,14
2024,"Extrême-droite","Ancien collaborateur",47,24.4791666666667,17.0212765957447,0,41.063829787234,37,67.4776943778713,75.9615384615385,100,100,27.6595744680851,0,6.38297872340426,0,68.0851063829787,100,46.4481198315878,45.906432748538,34.0425531914894,0,9.19148936170213,8
2024,"Extrême-droite","Jamais collaborateur",94,24.4155844155844,38.2978723404255,0,50.3404255319149,52,25.046179901946,14.8148148148148,0,0,58.5106382978723,100,35.1063829787234,0,65.9574468085106,100,25.046179901946,14.8148148148148,45.7446808510638,0,5.75531914893617,4
2024,"Non-inscrits","Ancien collaborateur",3,1.5625,33.3333333333333,0,44.3333333333333,38,99.0740740740741,100,100,100,0,0,0,0,100,100,99.0740740740741,100,0,0,19,13
2024,"Non-inscrits","Jamais collaborateur",6,1.55844155844156,50,50,59,61,53.330084947732,60.3896103896104,0,0,100,100,0,0,66.6666666666667,100,53.330084947732,60.3896103896104,0,0,15.8333333333333,12
2024,"Total","Ancien collaborateur",192,100,30.2083333333333,0,44.9947916666667,44,71.0824964654914,77.7777777777778,100,100,37.5,0,4.16666666666667,0,66.6666666666667,100,48.2079843244502,50,27.0833333333333,0,13.8697916666667,11
2024,"Total","Jamais collaborateur",385,100,38.1818181818182,0,51.9454545454545,53,40.3388231237444,38.6752136752137,0,0,70.6493506493507,100,24.9350649350649,0,71.4285714285714,100,40.3388231237444,38.6752136752137,22.8571428571429,0,10.9454545454545,9
