"legis.annee","ProfSigni","primodep","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2017,"NA","Primo-député",7,1.6548463356974,28.5714285714286,0,37.5714285714286,35,41.5237905369484,42.9924242424242,14.2857142857143,0,0,0,0,0,71.4285714285714,100,40.6465975544923,42.9924242424242,100,100,5.28571428571429,3
2017,"profinter","Ancien député",13,8.02469135802469,38.4615384615385,0,58.6923076923077,59,67.9714502482563,66.6666666666667,15.3846153846154,0,0,0,100,100,100,100,67.9714502482563,66.6666666666667,0,0,22.5384615384615,22
2017,"profinter","Primo-député",66,15.6028368794326,60.6060606060606,100,47.7727272727273,47.5,26.6226598470212,18.5855263157895,4.54545454545455,0,0,0,100,100,63.6363636363636,100,25.0675251668865,14.3181818181818,100,100,6.81818181818182,3
2017,"proflib","Ancien député",18,11.1111111111111,11.1111111111111,0,62.8888888888889,65.5,59.3853169775024,61.4198871037777,5.55555555555556,0,100,100,0,0,100,100,58.6277412199266,61.4198871037777,0,0,22.6666666666667,25.5
2017,"proflib","Primo-député",50,11.8203309692671,44,0,47.98,48,22.2853270567943,15.8333333333333,4,0,100,100,0,0,62,100,21.9981475696148,15.8333333333333,100,100,6.12,3
2017,"Total","Ancien député",162,100,22.2222222222222,0,56.2716049382716,56,71.3364734809198,73.3333333333333,37.6543209876543,0,65.4320987654321,100,8.02469135802469,0,96.2962962962963,100,64.7900025387076,64.7058823529412,0,0,21.8395061728395,22
2017,"Total","Primo-député",423,100,45.3900709219858,0,46.3924349881797,47,28.8609954305853,18.4697855750487,19.8581560283688,0,69.7399527186761,100,17.0212765957447,0,55.0827423167849,100,22.8683500473822,11.7692307692308,100,100,6.59101654846336,3
2022,"agri","Ancien député",8,2.7027027027027,25,0,56.375,58.5,74.4114597992307,73.4848484848485,0,0,100,100,0,0,87.5,100,74.4114597992307,73.4848484848485,0,0,23.125,21
2022,"agri","Primo-député",3,0.996677740863787,0,0,49,54,30.3454455567915,25.8064516129032,0,0,100,100,0,0,100,100,30.3454455567915,25.8064516129032,100,100,5.66666666666667,7
2022,"artisancommercantpdg","Ancien député",35,11.8243243243243,31.4285714285714,0,54.6285714285714,54,41.2403002215944,35.7142857142857,11.4285714285714,0,100,100,0,0,71.4285714285714,100,40.3224020278342,35.7142857142857,0,0,12.6,8
2022,"artisancommercantpdg","Primo-député",17,5.64784053156146,35.2941176470588,0,50.4117647058824,45,37.9950847652626,35,17.6470588235294,0,100,100,0,0,88.2352941176471,100,36.8279512451879,32,100,100,8.11764705882353,7
2022,"cadsupprive","Ancien député",70,23.6486486486486,40,0,49.8142857142857,49.5,46.6720365918736,42.9276315789474,18.5714285714286,0,100,100,0,0,51.4285714285714,100,43.934765918084,40.0641025641026,0,0,10.7428571428571,8
2022,"cadsupprive","Primo-député",46,15.2823920265781,39.1304347826087,0,46.5869565217391,47,35.0902981288198,30.6149732620321,26.0869565217391,0,100,100,0,0,71.7391304347826,100,29.2758180117501,17.1428571428571,100,100,6.84782608695652,5.5
2022,"cadsuppub","Ancien député",53,17.9054054054054,26.4150943396226,0,55.1509433962264,56,56.5217638974682,52.5,16.9811320754717,0,100,100,0,0,79.2452830188679,100,54.8627438767363,51.9230769230769,0,0,17.3584905660377,14
2022,"cadsuppub","Primo-député",66,21.9269102990033,40.9090909090909,0,45.4848484848485,45,31.863552792906,24.5,31.8181818181818,0,100,100,0,0,62.1212121212121,100,28.3973233882091,16.2280701754386,100,100,6.78787878787879,4
2022,"collab","Ancien député",60,20.2702702702703,31.6666666666667,0,49.5,51,86.3723162035077,92.3076923076923,98.3333333333333,100,0,0,0,0,83.3333333333333,100,63.0569807898145,64.0625,0,0,20.7666666666667,21
2022,"collab","Primo-député",57,18.936877076412,26.3157894736842,0,38.3684210526316,35,81.1175402597919,88.8888888888889,91.2280701754386,100,0,0,0,0,70.1754385964912,100,37.9717103606947,28.5714285714286,100,100,10.280701754386,8
2022,"employe","Ancien député",4,1.35135135135135,75,100,53.75,55,34.8214285714286,33.8095238095238,0,0,0,0,100,100,100,100,34.8214285714286,33.8095238095238,0,0,10.25,11
2022,"employe","Primo-député",23,7.64119601328904,47.8260869565217,0,44.1739130434783,45,20.9965972090627,13.9423076923077,21.7391304347826,0,0,0,100,100,43.4782608695652,0,18.610436133062,0,100,100,4.52173913043478,1
2022,"NA","Ancien député",4,1.35135135135135,75,100,57,58,81.5241228070175,85.4166666666667,50,50,0,0,0,0,100,100,80.4824561403509,83.3333333333333,0,0,26,26
2022,"NA","Primo-député",7,2.32558139534884,57.1428571428571,100,41.7142857142857,46,49.8272347535505,55.2631578947368,0,0,0,0,0,0,71.4285714285714,100,49.8272347535505,55.2631578947368,100,100,8.42857142857143,7
2022,"ouvrier","Primo-député",8,2.6578073089701,37.5,0,40.75,44,7.52935715989903,7.40740740740741,0,0,0,0,100,100,75,100,7.52935715989903,7.40740740740741,100,100,1.5,1.5
2022,"profinter","Ancien député",31,10.472972972973,54.8387096774194,100,54.4838709677419,54,47.5897536377917,38.0952380952381,6.45161290322581,0,0,0,100,100,70.9677419354839,100,46.2854058117048,36.3636363636364,0,0,13.9677419354839,8
2022,"profinter","Primo-député",45,14.9501661129568,40,0,48.8666666666667,47,29.2570575753117,33.3333333333333,4.44444444444444,0,0,0,100,100,77.7777777777778,100,28.8126131308672,32,100,100,7.24444444444444,8
2022,"proflib","Ancien député",31,10.472972972973,35.4838709677419,0,55.1935483870968,55,48.6723277367019,50,9.67741935483871,0,100,100,0,0,74.1935483870968,100,47.6577595785333,48.3870967741935,0,0,15.0967741935484,14
